height,length,class
23.9105353781883,44.461065490806796,1
35.927969789648806,48.839159105790394,0
27.468192853601778,48.91713493566548,1
24.123051115718127,40.72475946073351,2
37.111256074114515,47.864602228515125,0
22.622000360247462,48.074135874122454,1
24.52923973529726,41.417297182280656,2
35.86046399016605,50.43935272042611,0
23.455164694527177,48.6863960987492,1
22.738979782274257,39.53964233803184,2
38.16733842632775,52.053521839581,0
26.930115556771014,43.03299622782872,2
22.697652453910724,41.5462732094112,2
37.4866376556891,52.5879716322592,0
25.10288343432568,49.744469949791686,1
21.170910493775395,39.76559261341774,2
39.935275687879376,51.83021250569994,0
25.562494505260503,46.333477161494315,1
22.68082805197639,41.96409063573952,2
36.569414416627566,52.24495030283545,0
28.108703886455963,51.45237952591422,1
21.432345046504402,40.19281045178441,2
40.19711825864848,46.82907829130987,0
29.27599346892516,50.68059596858421,1
21.559316656418066,37.58114063862076,2
39.23145519328481,47.53967589127856,0
23.89669768387309,49.267988943891375,1
24.342436913052065,38.141458450794744,2
37.5296128950342,50.57836105374308,0
24.809949324540586,48.950652754113484,1
23.376114313529655,41.80034758899012,2
38.954307550766615,50.349889924448625,0
28.550229285649596,47.77534497400519,1
24.919457158771642,40.29486392531193,2
38.221341440008764,49.24208864068261,0
24.691388937888146,48.266106047849945,1
23.007821360586856,40.7397398342789,2
39.623060551104274,50.56414723071073,0
26.781957854274495,47.41554636595758,1
24.153010540339032,39.50731632126809,2
39.09723305715852,50.63939645759954,0
23.253785767759762,46.41954794417822,1
23.809935827483258,40.414401812069634,2
37.19140805354359,48.722995621672354,0
25.01957887787444,49.84551799058937,1
21.900247975319523,43.016983264131966,2
39.39703401717576,50.63461412207231,0
21.920819675719432,48.08990149201044,1
22.91671560681647,39.286136293035284,2
35.92386689156004,49.374707176828814,0
26.72555237971127,45.13909363382667,1
22.2613236514463,40.736852971673045,2
37.686068913712354,45.62708464052268,0
26.402136508707027,49.28383468117055,1
25.108581703797366,40.00893678460254,2
38.84292849948511,51.25772218387003,0
27.178416410777515,48.928249080268856,1
23.19912175417753,40.43040225306425,2
41.41329927368539,47.903255010670264,0
24.4640441043145,48.20655250189617,1
19.886611442617053,40.056656415002664,2
37.92903467691571,49.19689550944555,0
24.97256202215842,47.41128805649147,1
22.619734062697333,41.00129267739474,2
39.627889164450735,47.82937543828928,0
25.4361926281258,47.31087119526471,1
22.560385824596132,40.891500239909476,2
40.035084682737526,49.49800960299885,0
24.503936508485797,45.32961453546539,1
19.66660363152003,38.38066866031332,2
37.99147880622669,49.27139359650196,0
26.066461389342397,47.3155977214554,1
23.290641603832086,40.443172764594884,2
37.07635089149131,51.307328954077796,0
23.657732120504445,47.49159030647989,1
24.582031706294618,39.83503844385048,2
39.70742964679593,51.01853080955836,0
27.029786200422425,51.25198219991639,1
22.710897060304458,39.26409241829502,2
37.654980257686915,47.37128901593017,0
28.978357072937698,47.15697817204985,1
23.120960902711314,40.10782396891316,2
40.4343451945804,52.152043619111666,0
26.49287621611121,50.61702510559825,1
21.339279004321895,42.34716358441578,2
37.603845454682556,52.30563638333895,0
25.965310093689105,49.66118850045731,1
23.508917151400947,40.11637954043764,2
39.465477631898295,48.10808138841961,0
28.92420477013664,49.79432755850036,1
21.14277001571051,39.75728289535248,2
40.44373606746252,48.05282525537541,0
25.5308113722804,47.2238495880398,1
21.956794419134994,41.635786516305295,2
41.4455658084129,48.55552894203257,0
30.519633023102323,49.61586718066835,1
23.897313246672425,39.163991707600395,2
38.966839136097306,47.28151813790709,0
23.760733789500016,46.95541993849842,1
23.69653891872664,40.28310674672029,2
38.183691659560125,53.866696606987894,0
25.6737903572176,45.518984506977745,1
23.399208179633174,37.27059195945727,2
38.237999127790026,50.45457168062351,0
24.412305385774808,46.82156127381192,1
21.517173347772665,39.82713237310254,2
40.59959938403003,50.528105876636005,0
24.39272334472117,47.36713450431995,1
22.139051578986354,39.78998473998403,2
40.39641370446173,52.36861792020219,0
26.17778816232346,53.5197604441704,1
22.627336926485015,40.25899546334717,2
39.1166162718239,51.72152597310588,0
24.966061569276153,48.05801911395636,1
21.92148810473904,39.7216047262838,2
38.7855451617832,47.391266066756415,0
25.89205477790702,48.35082691901392,1
25.863274186646205,42.43251382025951,2
37.49756270658801,51.44332711844368,0
24.754549375616495,46.6535540441093,1
21.561159324237995,41.509809403437906,2
36.42554726681414,47.29030579955772,0
25.190802932991815,50.963595953911806,1
25.39899312506197,39.886877966575376,2
35.598342578269175,51.39484164357101,0
25.919870342169816,47.10730634078108,1
19.1200751850732,37.16150488383851,2
43.16662963274471,50.88373640985941,0
23.516119939631718,45.17506708892763,1
19.295723744081076,41.34632932529828,2
37.32551016549592,51.39549504049312,0
25.03482309038288,50.56268545689031,1
22.506187495969037,43.9109383059743,2
36.27896783407056,50.532670196395436,0
25.92885561957259,49.92619573379676,1
22.136508751359408,42.256170828754904,2
33.223654948332104,51.28609464344866,0
23.54675848386643,51.58927570646163,1
20.391667948622455,38.86925735663773,2
33.94018673521097,53.509810463374826,0
22.82057440681639,48.40989214034159,1
20.592125416483782,42.55117420316391,2
39.94184365255115,49.6389640760236,0
24.438189798056868,48.88202166558997,1
23.178767355904462,39.71737314024813,2
37.773269345492146,49.89544650168686,0
25.864403361734627,47.7407240112642,1
23.37027785676938,37.02966898051894,2
39.29303795749104,50.65152019048422,0
25.423602000878514,45.8717546238918,1
19.69602949355536,41.068135032631325,2
38.89676791485892,52.68050899053592,0
24.803512427197074,49.30283252588517,1
23.39721638612936,39.04495593149435,2
39.98631838470516,49.66041312132617,0
25.670052532224425,49.271214221035784,1
23.68889606836577,39.17913492328601,2
38.270938985292496,47.62302763676459,0
24.03568241834826,44.2850971547621,2
25.045459715773266,41.30713680018368,2
38.277703263268194,52.03656009086303,0
25.75765857995001,45.86747837483507,1
22.075843585631326,44.103229033041806,2
37.9580504381539,50.18419637904203,0
27.187847033561326,48.777486891611886,1
24.3861586369206,39.364793522524906,2
37.89647591571466,47.13982754438972,0
23.901050308731644,48.96103108373416,1
20.613886840121797,40.209543926333836,2
39.16844006797589,47.85310293982339,0
25.65260422840792,48.67136867217594,1
21.413466348744425,42.124336411560876,2
38.594804496712655,51.45312740593126,0
23.67252966304592,52.59315683066371,1
22.3654557273459,38.893946496509166,2
38.78530936092721,49.69063003325147,0
25.359634135502557,48.25052693212401,1
20.37822101189559,38.170187628004456,2
40.29564855385062,47.76261529036823,0
25.907607690273338,50.82123901759317,1
23.692980153234128,40.25212884260366,2
39.115870211223594,49.285788654727085,0
27.05917248447458,47.47479582224023,1
21.264902259024527,40.297569467715334,2
40.48453034922386,49.51159438022695,0
30.039592297322958,46.80433557396329,1
20.166375444715527,45.21434151797192,2
37.465791229664504,48.758825981516964,0
26.679282315759053,48.479109165629765,1
23.965581543441992,41.286996719885494,2
38.85607923415441,49.16111881874421,0
27.990469461023768,50.6123460368173,1
22.22460893273206,37.0502665485253,2
38.024745666356274,49.24381318659464,0
24.36952791353517,46.45250113520782,1
20.077378867607273,38.05940104077315,2
36.145108106646504,48.539083499809834,0
24.594028868073302,46.165771078565115,1
20.99559209043982,41.884796647495826,2
37.825759568083264,47.757853181054564,0
26.37867732175079,48.21651990132575,1
22.985179489074817,41.900275932721705,2
37.134689728614035,47.824242722438306,0
29.060065146095667,46.37478124671878,1
19.777398659094498,40.74231028876399,2
40.227165625855605,50.41399186093005,0
22.097881570041146,49.4102511992431,1
22.20246532549162,38.55789412217837,2
38.795473374833065,47.82696389931293,0
23.764037019197694,47.17263829701497,1
20.310989541446453,43.19040533164571,2
36.21298278541582,49.512210094923404,0
24.866570696448772,47.08479554922972,1
22.94528637137494,38.31722185332764,2
38.41561506565556,51.59575843765635,0
26.275500285620446,46.859453170599394,1
23.227682361743657,41.91272645666228,2
38.01029041527959,45.675021430538045,0
23.390029253954157,48.319117639014486,1
26.364556738580724,39.70063215613333,2
41.88612245451592,51.06133505606279,0
23.313937067205202,46.9533447922326,1
24.747097165089386,40.414909362989235,2
35.40665495391607,52.06995833375696,0
28.788202672509144,48.35448670296723,1
23.65486317443398,41.225028529949086,2
36.2785681939431,50.3357061116845,0
22.488229995477788,47.98493727623016,1
23.81455657914345,40.79358687317649,2
38.01214116065154,50.459062356971636,0
25.39360715590262,49.121905462392284,1
22.09179002748584,40.258542470437504,2
38.48441556408344,47.88194598086758,0
24.254019416179233,47.66884401859246,1
24.718609295155403,42.05268944628001,2
36.69468428619885,52.8342074168671,0
26.931450830000806,50.78526800252355,1
19.810272696055282,42.17182216533219,2
38.68684018231146,50.006254531208505,0
27.571065849699067,45.718707928431535,1
22.705937211102672,39.17388253414592,2
40.05399420914993,50.518981725643584,0
25.8684485495207,46.188633583915575,1
22.41691121255374,42.939957871668874,2
39.63967971115586,47.16380540647533,0
27.238763206902036,46.47918672920503,1
23.694728625616484,38.81302304017713,2
38.430457343015526,49.16667791599841,0
25.842251078895398,50.77361241527976,1
21.745064363172606,41.10107435006761,2
37.381310968866835,50.464598208846745,0
27.71447959437066,46.220860587204086,1
21.106631989160352,39.588254173879704,2
37.507974966978104,50.98689880271155,0
23.94749126350892,43.94001708824269,2
21.892124608876497,42.45841866852849,2
39.87899769376354,48.06441571191752,0
22.749835419172673,46.913585062451176,1
22.370854027553133,38.55703894221286,2
38.76510302217755,49.500808660764534,0
27.011751040692445,47.63211361869852,1
24.728027488777684,42.04437852196629,2
38.77066059039807,48.443349984210805,0
25.407993460242846,49.788409820982295,1
21.701468054443325,41.23833383622776,2
39.02422883498221,52.89114430275314,0
27.539152418491195,48.27906794097613,1
23.492720573067693,39.98668811796184,2
38.04298397578733,50.46035911521559,0
28.37960805891616,48.55758249036902,1
25.557042942391416,37.92616115495307,2
36.94608188025688,50.3497424766975,0
26.474430251744327,50.203146928046834,1
21.41791434116809,43.562138451327314,2
38.161831855458786,51.99093495450441,0
28.569857712566456,47.449923986354435,1
21.970319809574196,43.978611704903805,2
37.29084404052601,50.17241699528027,0
25.96693087480806,47.4125283617577,1
22.63452838431655,40.03229869941961,2
35.993391653101455,45.64593716022908,0
25.839501412263395,48.94311646828113,1
23.252187388394827,42.43801420242931,2
41.543752735385496,49.108939311785974,0
25.83132075990148,48.07925422786924,1
23.372296650463685,41.09003917184226,2
36.73351627246488,50.89351775332006,0
25.410194098468963,48.7777746847997,1
21.48982052743349,39.57876881467396,2
37.82345006113649,47.66610775800101,0
25.054430351376944,47.71604698235261,1
21.241390123742608,41.01508731411682,2
36.492310186220834,49.166288473933825,0
24.29068342338592,48.548704170294684,1
19.476943021755968,39.31785255862241,2
37.6394750577229,49.41361584038779,0
25.21517726723948,49.67652176375212,1
22.645162421365317,41.58020610019621,2
40.476402244597736,48.529005697723825,0
26.64175963287567,48.954909554464855,1
23.649095086011766,44.613684024438285,1
35.36229380370033,46.90514246453452,0
25.981619962347658,48.8773528632805,1
20.23399410666032,41.41147787366949,2
40.92779110564334,52.75982186221475,0
23.136306565556026,48.15840149680112,1
23.001508524729427,41.046709662430665,2
39.1717609176788,50.465657719506005,0
25.510367246040698,50.22041800166764,1
23.489361623928573,38.11202151603979,2
37.23424694762088,47.60003758479014,0
26.378867041592066,49.84115633456887,1
22.723597056770775,39.69839991312401,2
39.08268563859264,49.65457967773661,0
24.92178297682896,48.302231970142714,1
23.159549337976618,41.50002776402477,2
37.5420154559114,52.52910030243975,0
23.71619700043082,51.439192399407,1
21.798073274929067,39.04713045889699,2
38.53692014125665,50.30987586237794,0
25.941193792103675,51.51938205602072,1
21.02055663625308,39.02641261137928,2
35.8155328753986,49.33291006679502,0
27.593778611777037,48.19549326874815,1
26.180017260142563,41.11528780839311,2
38.65334876977218,52.063116587991644,0
23.630500945268796,50.171104907947914,1
22.588243652487918,38.75085630684594,2
40.23781088354568,49.648317038588786,0
27.05399808543696,48.56961972276027,1
23.609121200854542,42.527284319588276,2
38.72778935714811,50.09732218677911,0
27.075890271901294,47.71220307192459,1
21.2043755701086,39.159230013199554,2
34.9410913199992,50.34077010978235,0
29.04668805831133,47.268484544108816,1
22.589576073070702,41.477683492267445,2
41.56597979321234,52.08373924124159,0
23.97455353619779,48.81463609690288,1
24.394888436261176,38.357646586605185,2
35.39193885789007,49.649967474105615,0
25.478924462511173,45.782486107254165,1
23.457341422026445,41.13064016419458,2
39.712086630831514,51.46048127744526,0
25.971536437032206,49.2914188150375,1
22.750873386303166,40.32588279730469,2
35.17372858144343,51.84728816324852,0
27.55650628432067,50.33243479129735,1
19.74079871551028,39.30894815300551,2
36.29987412858021,53.631231716844155,0
25.116586202689163,49.41739750939993,1
19.587333424665996,42.21988085500548,2
37.84808694853464,52.25096574336543,0
27.213382926891775,47.884636972082355,1
24.57330472556707,41.44980511315486,2
38.322247497933255,49.233622941636796,0
28.887039205391954,48.2729983705326,1
20.05274195255295,41.64248905532059,2
40.23442459325569,50.365825911085174,0
24.157830165189054,45.94631302163964,1
23.299581139117723,37.249683562549876,2
39.19110162071036,50.43937416998307,0
25.48598136470605,47.03147015773027,1
23.649751517850618,40.477231007732925,2
35.48660013727475,51.23611398020856,0
26.241058339417414,50.461277314017046,1
20.396948490329986,38.894372606022415,2
38.253202045140135,51.82826410835465,0
22.047761911206265,48.925149232961,1
25.07732166652919,43.47355743884627,2
41.21207062053975,51.4308943943301,0
25.68401542510211,46.83143435771572,1
21.398079615622564,45.39451960586827,2
37.01772021602206,49.5082874285887,0
25.70241884135547,47.96158690740692,1
20.538149633982528,41.12329330688478,2
37.50383216372708,50.94635908607728,0
23.354877746048764,46.358387671594,1
21.784609474888935,39.74863493441924,2
39.7103529246094,48.85676414413652,0
25.63717835756606,46.843997991537414,1
24.01159839067302,39.170745041498556,2
37.40276819662664,50.49661952112879,0
23.650449967830575,49.330601243652545,1
22.4596427043072,41.24157368406814,2
38.42103848363514,48.989352967444894,0
22.14435881007393,48.577242350563154,1
23.491568271816234,40.40185633609067,2
36.11018895100879,52.36270606132387,0
22.516088545245864,47.99002322568665,1
22.694074869815278,41.33387600877701,2
41.598269331254436,47.23356152362928,0
25.050503291824207,44.50174025121636,1
22.957270168779885,38.847680696994,2
38.484213992873315,50.562771095826946,0
24.116187497602837,49.04296916766882,1
24.813761710119024,40.16568597915748,2
37.58591544712476,48.521820638930016,0
26.840850760201928,45.33044794289796,1
23.72114565258673,44.96480647046447,1
35.893138325357455,50.631051424965165,0
25.148423572431213,49.07768723578682,1
20.65826444354902,40.585603931908786,2
39.835797045888384,50.13046325668326,0
24.617068288321885,48.37789463312571,1
23.123179912874388,40.88843475535478,2
34.148766486284714,52.589008231994285,0
26.0132111013643,49.16528856298309,1
24.928071168398347,40.53244601943599,2
38.12263197039271,50.09926471140253,0
24.745095119450827,47.65938875516079,1
24.580357923779225,42.88983933569853,2
37.629307196760735,52.66963545625866,0
24.859011832374794,48.93907427438624,1
21.81189688763047,40.483014620852366,2
34.826603034277156,51.650610201102445,0
26.456557034807297,49.5538344322182,1
19.391442293127493,42.728663317171446,2
32.86988021888475,47.99377845936731,0
21.31298623753392,46.726773315742456,1
23.411109001470958,39.508268738832776,2
40.51988431456412,49.636306132923174,0
22.80319220365227,46.73044658461354,1
19.899372242885327,37.488090389292246,2
34.348925226712645,44.85454370672584,0
25.202923639250262,49.4796564272488,1
23.673673893142904,39.58080205991764,2
36.027493987931024,49.5971852811717,0
25.360800376042747,46.877709437286846,1
19.663404683405286,41.23674238618797,2
37.76357128650792,52.92607400803197,0
23.786495737768572,49.51425412741455,1
22.739734089361143,39.00956081172957,2
37.556266128712416,51.044913111141064,0
25.033535043077457,49.22997559039982,1
22.253880870809663,39.58342238951652,2
40.43373570096686,53.075192476114665,0
27.19218932173849,48.628671321177556,1
21.793269281785275,40.05403338409931,2
40.80146626467276,52.313008327761914,0
26.213095144835457,48.004588542336165,1
18.544647900819722,41.05854374625529,2
38.432655974202596,50.65527666758873,0
26.404932322032906,48.29480727289695,1
22.839018099821,40.39414969132592,2
42.46485864560705,50.158280536885755,0
28.173904319511117,50.25048850955615,1
24.196390764093422,40.28532738745189,2
39.54969800763822,50.85266417503583,0
26.94835310282148,47.864395528087734,1
22.227417235947623,42.52607257127081,2
38.343751708791565,49.763990842426054,0
30.01649104232709,49.20483676540386,1
23.932631186297897,36.92349201159029,2
36.13064734756738,51.2827644478063,0
27.17596567098269,46.869192040526,1
22.42087380339016,39.97910290409544,2
37.260027476568276,49.889767512784694,0
26.11072851922366,47.22793743948439,1
25.498588519156407,39.46968302489394,2
37.12223263182329,50.3528908443478,0
26.0593094042226,49.04997125344225,1
23.566711670736574,38.12386003630577,2
34.87718311111924,49.44768792124653,0
24.77995629374558,49.418150131465865,1
23.767422814790855,42.418283265785824,2
38.58512365082703,48.0719592495308,0
23.38111183164856,46.36221829028628,1
22.067998770707845,41.966789946387856,2
36.681786869346205,48.501816726799674,0
25.684033427039168,49.734950532583284,1
22.721007570158143,38.794849647995214,2
40.063329495641455,53.145146335968214,0
24.57698889731464,47.64540461102177,1
26.247072544725498,40.58191553735172,2
36.39062583703462,48.35419984398457,0
24.85769128460079,49.17560528979465,1
24.883690024926054,39.85161652172774,2
37.59961984138073,50.02854682238457,0
27.092469871254593,47.628633737360786,1
22.443780218631442,38.46777686863494,2
37.00873790228731,48.019130817368485,0
24.66010508677806,51.26718378441672,1
23.000577091851138,40.93253471585965,2
39.230308093256745,53.63945327190095,0
27.511097761826434,44.165276390910996,1
21.267810771949595,40.76179143512731,2
36.969893771639974,51.50409129920479,0
26.745876542666746,47.84653712521778,1
21.389027750202622,42.39500553589646,2
39.331611399894996,48.62769617183088,0
22.686058693800117,46.59193374265629,1
23.120636481142824,40.3455604083711,2
37.14937465019976,51.04687153959454,0
26.022257333821575,47.64455049413019,1
22.585477482076247,40.064580425494896,2
38.32568500575982,51.94124728012503,0
26.300705057414827,49.190664348553184,1
21.74686250754471,43.26299998949689,2
35.093888191999994,49.84558315596418,0
24.183674618840858,48.05542158274611,1
22.023330451771756,38.878625928993266,2
39.16912443565493,54.05564456564955,0
25.706237742490757,47.9423829946797,1
22.401041561106865,41.24896767970606,2
36.689412481749606,49.28385573183035,0
24.650924878203398,50.322755184669816,1
22.484403064542,40.60724666398087,2
38.18840577780859,48.932870142120414,0
25.076154771910986,50.21431715603221,1
21.131233499937405,39.502388120075054,2
38.39267143302926,50.0192653763442,0
25.054147619088123,49.09703412216091,1
20.814064708148987,39.006357331338265,2
35.7027224426912,51.6318804973123,0
27.989758336932667,46.94017437811168,1
23.73793158542214,39.61806614825386,2
39.24534340532138,48.939956674927615,0
25.1131087975482,50.16417439640844,1
21.13549361435088,43.24597384426772,2
38.6998487209261,48.375873400007535,0
25.91802742775689,47.994214157093026,1
20.985835008840187,38.53857040810947,2
37.022165752253166,49.64361050873211,0
24.98457826909101,48.01525105083946,1
20.37785451859241,41.22391694789133,2
39.07917632720247,51.49772785678736,0
25.66490272830215,48.05985659196932,1
23.742730969865487,41.548850399793594,2
38.22128995645315,51.29465372479787,0
25.540083962131572,47.74941209263935,1
21.95677518439899,39.04055630408952,2
39.27139625580184,47.4237432009008,0
25.145518284355386,48.06791373867783,1
25.907193074997526,39.841438927903305,2
37.333362756753694,48.610824016414256,0
26.800109239837816,48.52460680380019,1
22.506392427725245,41.69626582896883,2
39.717374641829586,46.49608163382721,0
27.479918698597075,47.649601469650584,1
25.238628505247153,41.96432153660014,2
37.37085448957389,55.24126530849979,0
26.214474309986624,45.12920171229663,1
23.689400411493125,39.297501707093,2
37.273200628771654,51.91723693379289,0
29.072923918976194,48.823676490446935,1
23.311667715242894,38.758123105748766,2
39.52443113627906,48.355427721020575,0
24.08412023605508,48.14262081102377,1
26.301170266280092,37.11992656909361,2
36.692826709237494,51.45560312623256,0
24.560854214602095,47.03532305319894,1
24.8118668542617,43.808079193824035,2
40.784539579749904,49.151205176135434,0
23.766429022618837,48.41151506243029,1
22.78391425412502,42.7380474727518,2
36.76036900407428,48.10636930049324,0
22.241367433311066,48.6608514404697,1
22.053470227090983,40.85474251527093,2
36.719183452046664,50.2755420427437,0
26.710082868221143,46.215629991631275,1
20.602483523854293,39.835387536292345,2
38.0599311934222,50.90512267333484,0
28.008718756148816,46.78788714566957,1
21.42029761738593,35.72487329704296,2
35.9686042280374,48.75271995392613,0
24.159387898603587,48.699486655628405,1
21.703968328759686,38.611154617824425,2
38.129356818008624,47.40473091819429,0
29.328349479552536,48.52614100659639,1
21.74625321004855,40.59866719067812,2
38.903375213270024,51.24807042631387,0
26.13722196602671,47.09458550900856,1
22.020889375934207,39.621445911565566,2
35.93044014495141,49.980430582711236,0
26.837686204659782,47.340579662051155,1
20.977499002983148,40.64687700278455,2
39.652863247295116,48.98383324244338,0
24.471512857933675,46.055595158617336,1
22.30364409748024,40.707138577315774,2
36.02117507116893,51.89964300758849,0
24.521933677691372,48.71318635746363,1
22.774058111073778,42.82872396869883,2
36.12126620857312,48.00353275099997,0
26.922107699758175,47.91999770516624,1
24.7858308919916,42.67385950071399,2
39.45121677399006,50.43115619359551,0
25.8634330734172,52.59366199262233,1
19.089940325742084,40.139062109085536,2
36.79295257292448,49.1347131367661,0
26.513801934600213,47.59649297889628,1
21.07221785227636,40.42536918577068,2
35.855295906984054,47.50553947399261,0
26.010356202048786,50.85826610568217,1
24.90202552172466,41.50213231848507,2
36.99365557179651,51.03829357081187,0
25.526407875881002,48.83100075114092,1
20.62894164935078,42.504858299975034,2
38.2054775750045,47.05684498562714,0
27.537668932633874,46.09115325651828,1
22.785248582436562,40.493544947059064,2
39.666954461792216,49.86848256426819,0
25.824730920582557,47.941657904413375,1
19.46391068909803,42.60314891996542,2
40.678634669366666,51.28645153405409,0
26.755267700467463,49.69531687938761,1
24.792172011439394,41.96873448863569,2
39.70237922097427,51.86341041619419,0
25.225758787297675,46.52187891986138,1
23.460858051251094,43.94609544547045,2
39.83803149495006,47.07834130241172,0
25.983900444528544,48.55863347881832,1
21.1518957820744,38.22140822190896,2
38.62955027171685,51.072364205771095,0
22.417341108470552,45.74778009700403,1
21.48153544474186,39.93013724785134,2
36.7001598691264,48.49555190907338,0
24.161433470691755,46.950939256381275,1
20.395930661574592,41.538360286705405,2
38.42536902868454,49.53831415277352,0
27.955721397978614,51.40239116071176,1
23.389716572199266,40.20247603961364,2
35.85656761728235,54.322441059919925,0
23.216217497323868,49.54296714304348,1
21.575628637580547,40.352663627806585,2
40.725187800955176,50.835359371478766,0
27.395769829333986,49.054821805709636,1
25.976157412197093,41.68779485805706,2
41.59662992800428,49.76368091871176,0
28.39677030179219,45.02917099314608,1
26.232975969620863,40.40202103921512,2
36.60703177694443,48.126164378086415,0
27.543411051793907,47.94649373090917,1
22.394414780283867,41.34157623125733,2
38.58535965136641,46.119430500764125,0
24.630160896068077,49.44653450667007,1
23.84532649198336,39.05503655858596,2
41.34538473751587,51.92560076724919,0
30.51381362547966,46.610279164260604,1
22.197530016847168,41.821806221639655,2
38.29721169076217,54.20585408962845,0
22.78408079749342,46.828976898324235,1
21.206762650748914,42.1228617843266,2
39.697300618945185,48.43827537174678,0
23.7364555875149,46.89510997941563,1
24.641834148376983,39.72813289886422,2
36.94088131105413,50.53621249056393,0
31.734462059296117,48.72153828329419,1
18.33051590567896,39.06146334424746,2
36.99025139771557,49.92857024204748,0
24.326226237045287,49.94795112667374,1
22.061163584965147,40.54365303439036,2
37.95445172963541,51.17469233299674,0
22.63017403859996,47.74391840479771,1
23.400595433592613,39.7162838073051,2
39.501451554159736,48.37384937548968,0
24.535713177253633,47.49044816917722,1
22.749277264790948,38.14318058791724,2
36.72686888738887,52.17727689423372,0
24.33784977187999,46.11806068855854,1
22.23753795797411,39.17911748898844,2
37.18648870141109,51.90534441052704,0
24.105805794147162,47.592443340715846,1
23.695178350952986,43.6669594538158,2
35.79326073481893,48.972679379595604,0
26.850800426073377,47.80060205556489,1
20.41843569907875,37.86094880178881,2
38.95474532357383,49.342991416078675,0
22.97506627598125,44.18037203639197,2
21.557261672358038,39.03944382811627,2
37.92538478009841,50.113707330473396,0
26.045934251842585,48.31578235335777,1
24.87881410514207,38.98765608576733,2
39.1538548978994,49.34049961294571,0
26.342887411544986,45.51324135615763,1
23.063367435626837,39.78605101739257,2
37.194881987213634,51.41409844001552,0
27.047975825017264,46.49332539059891,1
21.949862839973303,42.47856913726168,2
38.59999167559008,50.43605541651903,0
22.73486409760942,49.07013559174772,1
19.263925182008283,40.354057104923946,2
39.42164226511702,50.28839480921122,0
29.3982221889876,49.51663463324768,1
22.477312694067702,41.86578923268871,2
37.469590452246926,51.33088533944592,0
23.66753085741618,46.3574857858367,1
23.18074920556273,43.55540263045597,2
38.052406468552235,47.842838919405395,0
23.900478074457233,44.03100020636657,2
27.927227772616572,39.971402448869895,2
38.98646397204968,52.005419941758376,0
24.777742456659386,46.2860608909024,1
24.681419188468876,40.001238774369455,2
37.042641199438776,49.760663963820484,0
20.28026364615072,45.423303204802295,2
24.664423149459466,36.68281381373471,2
38.642086414932294,51.47014563495631,0
26.960368224029352,46.940627218880024,1
20.315084245994043,40.52029740779191,2
37.319538434070026,48.56412689371659,0
27.4711335525866,46.06026230520393,1
24.928033247764485,38.736611232439785,2
38.10555704197478,48.885349088428455,0
22.939654190952126,49.11043437029982,1
24.625419094846848,41.403116362554364,2
36.339385868133874,48.139164804796984,0
22.956164614113806,47.909688818121374,1
24.679555914139836,42.80897277168939,2
39.95786047140431,50.59425298166825,0
23.414467775923683,49.10644820490009,1
